Gene_ID	Ctrl_rep1	Ctrl_rep2	dnBMPR1A_rep1	dnBMPR1A_rep2
ENSGALG00000011392	457	647	644	650
ENSGALG00000020590	2309	2041	2259	2400
ENSGALG00000053799	18	22	21	19
ENSGALG00000051896	41	94	49	57
ENSGALG00000047931	1	0	1	0
ENSGALG00000040889	1287	1911	2308	2108
ENSGALG00000043797	7404	11581	9763	8795
ENSGALG00000052511	25	32	24	32
ENSGALG00000034512	5	26	20	20
ENSGALG00000039294	49	43	47	49
ENSGALG00000037238	928	972	621	741
ENSGALG00000035116	121	205	137	226
ENSGALG00000047235	10	53	46	56
ENSGALG00000040031	1337	1432	1573	1430
ENSGALG00000030194	125	106	152	144
ENSGALG00000050590	0	0	0	0
ENSGALG00000031296	1905	2617	2408	2647
ENSGALG00000036687	0	0	0	0
ENSGALG00000053044	0	0	0	0
ENSGALG00000050663	0	0	0	0
ENSGALG00000047601	0	0	0	0
ENSGALG00000054684	0	0	0	0
ENSGALG00000051629	0	0	0	0
ENSGALG00000051120	0	0	0	0
ENSGALG00000052700	0	0	0	0
ENSGALG00000047618	0	0	0	0
ENSGALG00000053229	1	0	0	0
ENSGALG00000053061	0	0	0	0
ENSGALG00000046874	0	0	0	0
ENSGALG00000047933	0	0	0	0
ENSGALG00000053662	0	0	0	0
ENSGALG00000054522	0	0	0	0
ENSGALG00000052758	0	0	0	0
ENSGALG00000053500	0	0	0	0
ENSGALG00000048809	0	0	0	0
ENSGALG00000053235	0	0	0	0
ENSGALG00000049906	0	0	0	0
ENSGALG00000053692	0	0	0	0
ENSGALG00000048300	0	0	0	0
ENSGALG00000048577	0	0	0	0
ENSGALG00000050473	0	0	0	0
ENSGALG00000051124	0	0	0	0
ENSGALG00000050500	0	0	0	0
ENSGALG00000042075	0	0	0	0
ENSGALG00000047553	0	0	0	0
ENSGALG00000053870	0	0	0	0
ENSGALG00000047151	0	0	0	0
ENSGALG00000047836	0	0	0	0
ENSGALG00000048229	0	0	0	0
ENSGALG00000001428	1970	2302	1571	1629
ENSGALG00000038730	530	435	329	452
ENSGALG00000001490	15	4	2	0
ENSGALG00000040264	34	49	18	15
ENSGALG00000036327	11	19	2	13
ENSGALG00000037467	0	0	3	6
ENSGALG00000035498	0	3	5	0
ENSGALG00000001619	668	855	818	823
ENSGALG00000040699	1	0	0	3
ENSGALG00000035412	4	1	0	8
ENSGALG00000001696	3	36	24	50
ENSGALG00000001730	35	179	121	220
ENSGALG00000001780	2	3	9	0
ENSGALG00000001803	3484	4018	3642	3522
ENSGALG00000001936	0	0	1	1
ENSGALG00000053580	3	0	2	2
ENSGALG00000001995	98	128	114	255
ENSGALG00000050460	7	1	1	0
ENSGALG00000054329	0	0	0	0
ENSGALG00000040113	2	2	2	2
ENSGALG00000002043	379	301	190	227
ENSGALG00000053889	3	6	12	12
ENSGALG00000052210	619	515	652	728
ENSGALG00000002057	3722	4395	4331	3868
ENSGALG00000050605	60	25	17	32
ENSGALG00000026728	17	3	3	4
ENSGALG00000002070	881	1021	918	1301
ENSGALG00000002141	950	1627	1628	1889
ENSGALG00000002155	68	161	130	74
ENSGALG00000049075	1	0	0	0
ENSGALG00000043632	90	110	47	60
ENSGALG00000046796	4	0	12	8
ENSGALG00000050396	0	0	0	0
ENSGALG00000002169	101	352	264	195
ENSGALG00000002172	1450	1759	1499	1936
ENSGALG00000002193	9	68	36	21
ENSGALG00000041501	10	0	68	23
ENSGALG00000002277	1240	897	778	1065
ENSGALG00000002263	0	2	0	1
ENSGALG00000036356	318	454	469	476
ENSGALG00000051548	142	235	108	215
ENSGALG00000002315	743	642	562	694
ENSGALG00000038964	13	0	14	4
ENSGALG00000000399	5	5	7	8
ENSGALG00000040316	299	502	475	669
ENSGALG00000051486	0	0	0	1
ENSGALG00000006724	20	35	60	19
ENSGALG00000047177	0	1	0	0
ENSGALG00000051989	153	197	204	217
ENSGALG00000045030	0	0	0	2
ENSGALG00000053872	0	0	0	1
ENSGALG00000046790	0	0	0	0
ENSGALG00000029152	3919	3946	4080	4187
ENSGALG00000006714	646	721	705	639
ENSGALG00000031071	5	8	7	1
ENSGALG00000006704	806	1166	701	1080
ENSGALG00000050049	110	118	59	62
ENSGALG00000053254	110	71	88	70
ENSGALG00000006655	29	36	31	34
ENSGALG00000006649	323	315	167	273
ENSGALG00000038601	3	15	5	6
ENSGALG00000031312	266	279	312	289
ENSGALG00000006632	60	77	91	131
ENSGALG00000034749	0	0	0	0
ENSGALG00000044975	1	1	13	4
ENSGALG00000006609	149	196	69	81
ENSGALG00000047572	3	1	2	1
ENSGALG00000054508	0	0	3	1
ENSGALG00000052733	1	0	3	3
ENSGALG00000054446	0	0	0	0
ENSGALG00000050978	0	0	3	1
ENSGALG00000051809	0	1	1	0
ENSGALG00000006600	0	0	6	1
ENSGALG00000006597	2	0	6	0
ENSGALG00000006593	0	0	9	4
ENSGALG00000047501	0	0	0	0
ENSGALG00000053554	0	0	0	0
ENSGALG00000050060	0	0	0	2
ENSGALG00000054672	1	2	0	1
ENSGALG00000037352	0	1	0	4
ENSGALG00000006574	1	0	2	1
ENSGALG00000006566	262	409	178	258
ENSGALG00000006564	269	260	294	432
ENSGALG00000006547	10	30	28	48
ENSGALG00000006543	504	652	450	799
ENSGALG00000006539	1903	2065	1951	1473
ENSGALG00000006531	6173	6937	6115	7109
ENSGALG00000033195	289	375	399	451
ENSGALG00000031128	318	383	411	352
ENSGALG00000054723	75	162	100	150
ENSGALG00000006488	836	849	622	642
ENSGALG00000006471	0	0	2	11
ENSGALG00000026302	5590	6963	5944	5600
ENSGALG00000006453	360	761	677	184
ENSGALG00000006440	0	0	1	0
ENSGALG00000006436	7	0	1	4
ENSGALG00000006426	388	416	403	379
ENSGALG00000006408	1152	1043	905	830
ENSGALG00000006405	610	664	582	466
ENSGALG00000006402	3	4	1	18
ENSGALG00000053490	193	144	92	64
ENSGALG00000006395	942	843	581	529
ENSGALG00000006392	1062	1033	948	1000
ENSGALG00000006385	557	644	842	930
ENSGALG00000006375	7	18	1	5
ENSGALG00000006361	91	280	109	133
ENSGALG00000006354	1	0	0	0
ENSGALG00000039535	180	172	179	178
ENSGALG00000006317	355	395	330	372
ENSGALG00000006305	5338	6128	5187	4448
ENSGALG00000006298	841	894	832	819
ENSGALG00000006283	353	568	314	382
ENSGALG00000051706	0	0	0	0
ENSGALG00000053550	11	12	6	6
ENSGALG00000006260	1	1	0	3
ENSGALG00000006253	1023	965	1069	1435
ENSGALG00000006221	373	287	362	496
ENSGALG00000020943	1	2	0	0
ENSGALG00000006044	0	1	0	2
ENSGALG00000043596	22	22	12	25
ENSGALG00000036927	0	0	0	1
ENSGALG00000051358	6	11	4	10
ENSGALG00000006016	239	339	201	325
ENSGALG00000031766	6197	6473	6082	5764
ENSGALG00000005823	2696	2829	2935	4021
ENSGALG00000005809	1261	2243	1915	2216
ENSGALG00000031942	0	0	0	0
ENSGALG00000005788	169	194	193	263
ENSGALG00000037739	416	541	366	482
ENSGALG00000005772	237	202	238	194
ENSGALG00000005768	408	288	245	254
ENSGALG00000005721	13	0	9	3
ENSGALG00000005675	3338	3367	2977	3403
ENSGALG00000032783	16389	15960	13714	13702
ENSGALG00000005667	5734	5986	5408	5447
ENSGALG00000005655	1	13	3	9
ENSGALG00000005631	30	79	25	76
ENSGALG00000054000	0	0	0	0
ENSGALG00000041744	75	57	44	55
ENSGALG00000041709	2	0	3	1
ENSGALG00000052051	3018	2952	2970	2861
ENSGALG00000050118	21	10	9	29
ENSGALG00000005554	1	18	0	2
ENSGALG00000005550	262	235	402	229
ENSGALG00000020985	0	0	0	2
ENSGALG00000050793	0	0	0	1
ENSGALG00000051487	0	0	0	0
ENSGALG00000020986	1	0	0	0
ENSGALG00000047316	0	0	0	0
ENSGALG00000037223	1	0	0	1
ENSGALG00000052803	1	16	2	0
ENSGALG00000005544	0	0	0	0
ENSGALG00000005543	0	0	0	3
ENSGALG00000036111	44	74	18	67
ENSGALG00000027262	2186	2276	2199	2614
ENSGALG00000028415	476	299	2287	1932
ENSGALG00000031349	5	1	29	37
ENSGALG00000048261	229	154	144	159
ENSGALG00000005521	771	871	1071	1306
ENSGALG00000030350	0	14	5	0
ENSGALG00000024266	2	6	2	6
ENSGALG00000005505	337	1338	1047	1161
ENSGALG00000029282	1	1	0	1
ENSGALG00000054925	0	0	2	0
ENSGALG00000005367	5180	4370	4755	4357
ENSGALG00000005357	13197	17357	17135	17986
ENSGALG00000005327	0	0	0	0
ENSGALG00000037875	0	0	1	2
ENSGALG00000026187	0	12	0	10
ENSGALG00000047876	0	0	0	0
ENSGALG00000050790	0	0	0	0
ENSGALG00000053777	1	0	0	0
ENSGALG00000049259	0	1	0	0
ENSGALG00000047491	1	0	0	1
ENSGALG00000037387	2	8	18	4
ENSGALG00000051338	0	1	0	0
ENSGALG00000054788	2	8	0	3
ENSGALG00000032053	820	496	765	1091
ENSGALG00000054052	1	1	2	1
ENSGALG00000051045	3	2	10	21
ENSGALG00000049620	3	0	3	5
ENSGALG00000005283	1237	2813	2275	2894
ENSGALG00000029102	3248	4296	5974	4848
ENSGALG00000051542	0	2	1	1
ENSGALG00000053271	1	4	0	1
ENSGALG00000030608	0	0	0	0
ENSGALG00000053282	1	3	2	0
ENSGALG00000051224	0	1	1	0
ENSGALG00000050107	1	8	7	9
ENSGALG00000047853	31	86	53	40
ENSGALG00000053929	8	5	3	10
ENSGALG00000042576	0	0	0	0
ENSGALG00000005256	425	363	543	808
ENSGALG00000055073	0	1	1	8
ENSGALG00000030944	1183	1098	1042	1379
ENSGALG00000042238	0	0	0	1
ENSGALG00000048624	0	6	3	0
ENSGALG00000005236	9831	12994	12286	11251
ENSGALG00000005217	137	212	165	124
ENSGALG00000005206	1800	2336	2218	2391
ENSGALG00000031350	0	0	0	0
ENSGALG00000048966	0	0	1	0
ENSGALG00000029819	49	72	104	71
ENSGALG00000005171	3924	3948	4422	3986
ENSGALG00000005158	2475	3175	3500	3119
ENSGALG00000005135	12239	17468	13683	14231
ENSGALG00000049832	3	4	7	3
ENSGALG00000036399	0	0	1	0
ENSGALG00000005118	0	3	2	1
ENSGALG00000005108	1312	1400	1120	980
ENSGALG00000005076	85	45	90	34
ENSGALG00000005030	10	59	55	27
ENSGALG00000048359	0	0	0	0
ENSGALG00000004966	1	8	16	23
ENSGALG00000053227	4	1	4	1
ENSGALG00000047334	1	0	0	0
ENSGALG00000048832	0	0	0	1
ENSGALG00000055140	8	26	48	6
ENSGALG00000051658	17	21	19	24
ENSGALG00000035425	5	0	0	2
ENSGALG00000047754	2	0	0	0
ENSGALG00000004959	19	33	17	24
ENSGALG00000004957	550	398	611	531
ENSGALG00000004946	6	0	3	11
ENSGALG00000052075	1	0	1	1
ENSGALG00000038612	0	0	0	0
ENSGALG00000003079	2042	1849	1193	1434
ENSGALG00000003067	1478	1423	805	1205
ENSGALG00000048213	4	1	9	3
ENSGALG00000003052	1399	1089	897	1213
ENSGALG00000003025	0	2	7	17
ENSGALG00000021092	0	6	14	17
ENSGALG00000003003	1	4	1	0
ENSGALG00000002992	95	203	151	159
ENSGALG00000002974	2	0	1	6
ENSGALG00000048644	0	14	9	3
ENSGALG00000002963	90	234	172	124
ENSGALG00000037810	0	1	2	15
ENSGALG00000002958	21	33	27	57
ENSGALG00000002929	1460	1839	1606	2419
ENSGALG00000047012	0	0	1	1
ENSGALG00000002897	101	125	101	81
ENSGALG00000034946	0	2	0	6
ENSGALG00000036543	16	45	49	73
ENSGALG00000002850	4319	6703	6568	6427
ENSGALG00000053866	3	10	4	6
ENSGALG00000021117	4795	4546	4088	4249
ENSGALG00000002800	69	84	50	59
ENSGALG00000002764	8994	11512	10462	9417
ENSGALG00000025759	1705	1751	1261	1339
ENSGALG00000030000	4	9	2	28
ENSGALG00000002729	155	179	158	81
ENSGALG00000002706	279	647	888	1110
ENSGALG00000002663	361	671	618	669
ENSGALG00000002647	31	150	101	72
ENSGALG00000002639	215	479	512	451
ENSGALG00000002623	311	313	269	268
ENSGALG00000021180	0	0	1	0
ENSGALG00000002612	4971	7225	5150	5693
ENSGALG00000030959	2	1	1	5
ENSGALG00000034507	50	51	51	37
ENSGALG00000043388	0	1	0	0
ENSGALG00000002374	1	11	7	23
ENSGALG00000002347	1081	651	904	877
ENSGALG00000051977	0	0	0	0
ENSGALG00000054500	0	0	0	0
ENSGALG00000050525	0	0	3	3
ENSGALG00000050759	0	0	2	2
ENSGALG00000052830	3	1	15	41
ENSGALG00000046680	8	1	30	48
ENSGALG00000006783	1221	1350	1005	1033
ENSGALG00000006805	1219	2087	1665	1720
ENSGALG00000006807	3	11	2	12
ENSGALG00000048566	1	0	0	0
ENSGALG00000051408	0	0	0	1
ENSGALG00000006810	7	1	5	1
ENSGALG00000040532	88	73	75	45
ENSGALG00000047197	1	12	4	1
ENSGALG00000051098	1	14	5	4
ENSGALG00000049451	8	0	2	1
ENSGALG00000046869	1	2	5	21
ENSGALG00000040598	0	0	0	0
ENSGALG00000038512	477	212	525	344
ENSGALG00000046810	0	0	2	2
ENSGALG00000006843	16226	19580	18750	16870
ENSGALG00000006834	8	4	0	5
ENSGALG00000052702	466	331	209	233
ENSGALG00000026294	26	48	56	24
ENSGALG00000006855	44	29	90	83
ENSGALG00000006908	150	213	223	221
ENSGALG00000049662	1	4	4	3
ENSGALG00000006947	1495	1939	2072	2251
ENSGALG00000006976	168	377	388	417
ENSGALG00000006995	1092	1756	3829	3462
ENSGALG00000029789	9094	7534	6243	7032
ENSGALG00000007040	566	450	345	434
ENSGALG00000054428	118	96	58	73
ENSGALG00000053622	0	2	0	0
ENSGALG00000041898	82	142	41	72
ENSGALG00000007058	4010	4730	3653	4071
ENSGALG00000007075	421	611	456	471
ENSGALG00000045125	9	3	35	33
ENSGALG00000046461	1	0	1	0
ENSGALG00000045776	1	0	1	1
ENSGALG00000053523	0	1	0	0
ENSGALG00000028015	530	475	483	821
ENSGALG00000049400	1	4	4	1
ENSGALG00000051183	0	2	0	0
ENSGALG00000052257	0	0	0	0
ENSGALG00000007150	771	1590	977	1287
ENSGALG00000020827	13	3	0	1
ENSGALG00000048968	0	0	0	0
ENSGALG00000050919	0	4	1	0
ENSGALG00000007193	61	52	83	15
ENSGALG00000035914	0	0	0	1
ENSGALG00000041392	0	0	1	0
ENSGALG00000048479	0	0	0	2
ENSGALG00000007218	547	990	464	499
ENSGALG00000036971	490	591	456	504
ENSGALG00000051716	0	0	0	0
ENSGALG00000052927	0	3	0	1
ENSGALG00000053067	0	0	0	0
ENSGALG00000049168	0	0	0	0
ENSGALG00000051503	0	0	0	0
ENSGALG00000020813	51	206	167	190
ENSGALG00000033767	12	0	4	0
ENSGALG00000007222	0	4	0	0
ENSGALG00000007226	14	8	2	3
ENSGALG00000026907	1	0	6	1
ENSGALG00000007253	1452	2872	2311	2838
ENSGALG00000043496	0	0	0	0
ENSGALG00000026953	0	0	0	1
ENSGALG00000025821	0	4	0	0
ENSGALG00000026862	10831	18663	14063	14981
ENSGALG00000040866	24	13	24	38
ENSGALG00000007324	111	75	120	120
ENSGALG00000048997	0	0	0	0
ENSGALG00000052948	1	5	2	1
ENSGALG00000047059	0	1	0	0
ENSGALG00000054798	0	0	0	0
ENSGALG00000052379	4	2	0	0
ENSGALG00000052045	0	0	2	9
ENSGALG00000050645	0	0	10	12
ENSGALG00000030540	6	5	2	4
ENSGALG00000007337	4	10	12	31
ENSGALG00000053149	0	0	0	0
ENSGALG00000046837	0	0	1	0
ENSGALG00000007357	58	94	194	94
ENSGALG00000007361	403	472	914	773
ENSGALG00000053651	0	0	0	0
ENSGALG00000054454	0	0	0	0
ENSGALG00000050562	1	1	3	2
ENSGALG00000007419	19	9	30	57
ENSGALG00000046559	0	0	0	0
ENSGALG00000027722	0	0	0	0
ENSGALG00000007474	406	510	416	563
ENSGALG00000007478	0	6	0	2
ENSGALG00000007485	83	157	157	136
ENSGALG00000027983	32	41	35	49
ENSGALG00000048048	2	0	1	1
ENSGALG00000051882	12	0	11	5
ENSGALG00000007536	47	65	39	73
ENSGALG00000007557	19	19	9	11
ENSGALG00000007581	9070	11050	9292	9492
ENSGALG00000007595	105	206	185	265
ENSGALG00000007607	51	57	49	57
ENSGALG00000007611	7571	6523	8211	8359
ENSGALG00000007664	6099	8494	8494	8435
ENSGALG00000007681	26	94	61	34
ENSGALG00000032123	0	0	0	0
ENSGALG00000007691	322	594	575	668
ENSGALG00000048588	196	422	284	462
ENSGALG00000007701	113	412	209	187
ENSGALG00000032930	20613	21325	17208	19524
ENSGALG00000043314	2	1	2	4
ENSGALG00000030955	0	0	0	0
ENSGALG00000039986	0	0	0	0
ENSGALG00000032111	2	2	0	1
ENSGALG00000007714	1	4	1	12
ENSGALG00000039107	11	16	35	4
ENSGALG00000043329	8214	5523	7912	9053
ENSGALG00000033062	1655	1757	1375	1137
ENSGALG00000046709	0	4	4	3
ENSGALG00000007752	1191	1217	1176	1460
ENSGALG00000054873	0	0	0	2
ENSGALG00000007767	665	338	399	490
ENSGALG00000023866	22	21	18	21
ENSGALG00000007814	0	0	6	0
ENSGALG00000030420	97	61	71	95
ENSGALG00000042612	143	85	43	93
ENSGALG00000045413	10	0	3	1
ENSGALG00000007899	0	1	2	3
ENSGALG00000007906	0	0	0	7
ENSGALG00000007919	12371	12614	11478	10142
ENSGALG00000033604	0	0	0	0
ENSGALG00000045255	1	22	3	6
ENSGALG00000045351	0	0	0	0
ENSGALG00000008178	16	13	5	19
ENSGALG00000008283	25	19	13	10
ENSGALG00000034562	2326	2634	2578	3297
ENSGALG00000008321	36	14	42	59
ENSGALG00000008369	250	381	374	502
ENSGALG00000008376	3340	4306	3894	4602
ENSGALG00000008414	51	51	109	67
ENSGALG00000008432	7404	9387	9627	10971
ENSGALG00000008480	21	20	24	44
ENSGALG00000052154	296	296	141	180
ENSGALG00000047187	54	66	28	53
ENSGALG00000052753	0	0	0	1
ENSGALG00000028294	0	1	0	5
ENSGALG00000052986	7	7	14	12
ENSGALG00000008503	655	517	476	540
ENSGALG00000026332	38	16	12	23
ENSGALG00000045574	14	9	4	16
ENSGALG00000006246	80	79	74	59
ENSGALG00000006272	2	4	2	9
ENSGALG00000052633	0	0	0	0
ENSGALG00000006294	239	138	249	173
ENSGALG00000008520	169	181	158	185
ENSGALG00000032338	0	0	0	0
ENSGALG00000040801	0	0	0	0
ENSGALG00000029795	0	1	0	0
ENSGALG00000028183	0	1	6	2
ENSGALG00000025804	1	0	1	1
ENSGALG00000026983	2	8	1	6
ENSGALG00000025876	0	2	1	0
ENSGALG00000008534	5495	6349	5627	4882
ENSGALG00000008537	986	815	597	557
ENSGALG00000008545	2180	2503	2093	2123
ENSGALG00000053261	2	1	0	4
ENSGALG00000049445	0	0	1	2
ENSGALG00000046767	1	4	4	3
ENSGALG00000008601	0	0	0	0
ENSGALG00000008608	0	0	0	0
ENSGALG00000008646	4	1	1	0
ENSGALG00000046159	1	3	0	4
ENSGALG00000035432	0	0	0	0
ENSGALG00000008684	19667	15918	22951	25967
ENSGALG00000034828	28	32	51	62
ENSGALG00000038614	20	5	20	26
ENSGALG00000036944	3	12	0	15
ENSGALG00000034244	0	6	5	13
ENSGALG00000008703	10075	11420	11663	10379
ENSGALG00000008744	108	93	257	279
ENSGALG00000032526	689	1035	592	618
ENSGALG00000008759	15	26	18	32
ENSGALG00000008785	177	260	299	373
ENSGALG00000008807	2494	2506	2867	2914
ENSGALG00000008839	274	506	350	425
ENSGALG00000046745	0	1	0	0
ENSGALG00000052787	0	0	2	0
ENSGALG00000048590	0	0	1	0
ENSGALG00000048980	0	0	0	0
ENSGALG00000031436	5	9	9	4
ENSGALG00000043460	20	8	28	7
ENSGALG00000036195	3	7	2	2
ENSGALG00000037380	1	0	1	0
ENSGALG00000053529	2	4	8	25
ENSGALG00000039069	0	0	0	3
ENSGALG00000008852	1534	1263	1200	1287
ENSGALG00000008864	6217	6499	6459	6814
ENSGALG00000054444	3	12	6	11
ENSGALG00000052252	0	3	3	5
ENSGALG00000021855	1	21	5	21
ENSGALG00000008889	569	445	694	569
ENSGALG00000043386	1	5	3	2
ENSGALG00000034694	0	0	0	0
ENSGALG00000008909	1	14	8	0
ENSGALG00000009076	9465	8692	9693	9010
ENSGALG00000013759	4984	5704	5423	4851
ENSGALG00000009061	8296	8651	9825	8652
ENSGALG00000008983	376	562	625	797
ENSGALG00000041873	1782	1904	1451	1776
ENSGALG00000005944	5491	6341	4755	5203
ENSGALG00000008934	547	716	641	811
ENSGALG00000040948	14	28	24	54
ENSGALG00000053291	0	1	2	0
ENSGALG00000031929	13	4	16	47
ENSGALG00000052372	0	0	0	1
ENSGALG00000050743	0	0	2	1
ENSGALG00000029432	1	3	2	0
ENSGALG00000039182	1521	1652	1602	1623
ENSGALG00000053045	9	27	0	18
ENSGALG00000050658	0	0	3	6
ENSGALG00000054791	1	3	3	1
ENSGALG00000054169	0	3	1	0
ENSGALG00000049140	3	0	5	6
ENSGALG00000051388	0	0	1	6
ENSGALG00000047096	1	3	1	1
ENSGALG00000050910	1	0	0	0
ENSGALG00000046783	0	0	0	1
ENSGALG00000023670	222	358	544	364
ENSGALG00000048975	8	2	0	3
ENSGALG00000040938	1	127	154	111
ENSGALG00000054995	3	4	3	4
ENSGALG00000049971	0	1	0	0
ENSGALG00000030383	0	0	2	0
ENSGALG00000009157	2039	3173	2559	1890
ENSGALG00000009170	129	139	171	164
ENSGALG00000009179	903	1325	1046	1045
ENSGALG00000027947	13	1	1	3
ENSGALG00000009222	123	363	208	219
ENSGALG00000049831	0	0	0	0
ENSGALG00000009252	17	44	39	66
ENSGALG00000044051	0	0	0	0
ENSGALG00000050897	14	29	34	35
ENSGALG00000009298	221	122	100	140
ENSGALG00000009306	0	0	0	1
ENSGALG00000009309	11006	9402	6476	7308
ENSGALG00000009312	6125	5734	7478	8442
ENSGALG00000050149	0	0	0	0
ENSGALG00000009349	1	0	2	0
ENSGALG00000009355	9	44	21	35
ENSGALG00000009356	77	135	36	58
ENSGALG00000009364	3553	4134	2373	3119
ENSGALG00000009372	83	71	31	35
ENSGALG00000039989	14	110	39	72
ENSGALG00000009379	3940	3436	3567	3172
ENSGALG00000009383	0	6	4	5
ENSGALG00000023616	149	196	103	161
ENSGALG00000009402	385	384	249	409
ENSGALG00000009409	208	273	328	394
ENSGALG00000032577	63	94	33	85
ENSGALG00000051207	0	0	0	0
ENSGALG00000050675	0	0	0	0
ENSGALG00000048426	2	1	0	10
ENSGALG00000054607	4	0	1	27
ENSGALG00000009458	71	150	148	137
ENSGALG00000035025	0	0	0	0
ENSGALG00000048084	20	4	9	16
ENSGALG00000045246	279	316	285	319
ENSGALG00000009468	6	13	0	8
ENSGALG00000009470	851	1027	1058	971
ENSGALG00000009477	3311	4055	3767	3677
ENSGALG00000052998	0	0	0	1
ENSGALG00000054350	0	0	0	0
ENSGALG00000028207	12	39	33	38
ENSGALG00000049546	0	1	0	0
ENSGALG00000048817	0	0	0	0
ENSGALG00000051084	0	0	0	0
ENSGALG00000049216	1	0	0	1
ENSGALG00000052663	80	74	119	114
ENSGALG00000047576	0	7	11	1
ENSGALG00000034860	240	240	239	335
ENSGALG00000053177	14	29	36	13
ENSGALG00000042159	21	22	11	12
ENSGALG00000048005	0	0	0	1
ENSGALG00000009511	2	1	1	1
ENSGALG00000046980	22	2	0	1
ENSGALG00000049013	0	0	0	0
ENSGALG00000052806	0	4	0	9
ENSGALG00000047256	0	3	1	3
ENSGALG00000030029	0	0	0	1
ENSGALG00000054165	0	0	0	1
ENSGALG00000052150	0	0	0	0
ENSGALG00000048742	0	0	0	4
ENSGALG00000048319	0	1	2	0
ENSGALG00000031485	8	0	15	0
ENSGALG00000048221	0	1	0	0
ENSGALG00000048527	9	0	0	1
ENSGALG00000052854	0	0	0	0
ENSGALG00000046806	0	5	0	0
ENSGALG00000050137	0	0	0	0
ENSGALG00000026305	5	0	0	0
ENSGALG00000027494	19	17	33	0
ENSGALG00000009533	2727	3067	2823	3325
ENSGALG00000048373	58	128	98	61
ENSGALG00000052162	224	207	286	193
ENSGALG00000054759	2015	2306	1566	2066
ENSGALG00000043623	0	4	11	11
ENSGALG00000052536	0	2	0	0
ENSGALG00000009549	7522	8563	7463	7658
ENSGALG00000050972	0	0	1	1
ENSGALG00000042723	0	0	1	0
ENSGALG00000023571	3681	4568	4231	3534
ENSGALG00000009553	1765	2052	1544	1469
ENSGALG00000032003	0	0	0	0
ENSGALG00000041191	0	0	0	0
ENSGALG00000009559	1355	1629	1500	1221
ENSGALG00000023546	881	886	916	964
ENSGALG00000009574	0	4	3	1
ENSGALG00000039468	1310	1916	1703	1444
ENSGALG00000035389	0	0	0	1
ENSGALG00000044085	0	1	1	2
ENSGALG00000046925	0	0	0	0
ENSGALG00000009593	3540	5039	4159	3794
ENSGALG00000009594	236	320	289	144
ENSGALG00000009634	4881	6115	5663	5506
ENSGALG00000009651	0	21	11	38
ENSGALG00000009654	3325	3521	4214	3946
ENSGALG00000009669	1219	1120	1012	1198
ENSGALG00000039728	0	0	1	1
ENSGALG00000052456	0	0	0	0
ENSGALG00000048075	0	1	1	0
ENSGALG00000020626	847	1055	947	872
ENSGALG00000051604	0	3	0	1
ENSGALG00000028284	57	41	26	43
ENSGALG00000009682	0	0	2	0
ENSGALG00000052525	107	186	140	162
ENSGALG00000009699	807	659	471	662
ENSGALG00000010218	1	6	20	14
ENSGALG00000052586	0	8	33	12
ENSGALG00000010256	332	631	549	500
ENSGALG00000028683	14561	13391	15185	14911
ENSGALG00000010269	225	393	190	191
ENSGALG00000010284	2955	3661	4198	4121
ENSGALG00000042056	0	0	0	0
ENSGALG00000010302	1289	1247	689	863
ENSGALG00000026293	176	148	135	76
ENSGALG00000010312	103	147	195	149
ENSGALG00000010331	5	35	9	16
ENSGALG00000010337	2	3	22	19
ENSGALG00000043082	1731	1931	1225	1643
ENSGALG00000010352	8	5	7	37
ENSGALG00000042553	6	6	7	8
ENSGALG00000010357	5	2	1	3
ENSGALG00000029190	457	435	242	352
ENSGALG00000048824	3	8	1	10
ENSGALG00000053278	1	12	0	4
ENSGALG00000032147	0	0	0	0
ENSGALG00000010364	14	0	2	16
ENSGALG00000044293	1	2	0	1
ENSGALG00000054344	0	0	0	0
ENSGALG00000010370	74	83	117	101
ENSGALG00000039432	1	0	8	0
ENSGALG00000038275	0	0	0	0
ENSGALG00000010377	1	0	0	0
ENSGALG00000040367	0	0	0	1
ENSGALG00000040561	0	0	11	4
ENSGALG00000010384	111	110	105	161
ENSGALG00000048493	0	1	1	0
ENSGALG00000010395	43	78	25	72
ENSGALG00000035439	0	0	0	0
ENSGALG00000010399	11479	9366	7234	6668
ENSGALG00000010401	3749	5190	4139	3928
ENSGALG00000037325	6953	6053	5591	5579
ENSGALG00000027591	445	392	282	185
ENSGALG00000046846	15	12	25	19
ENSGALG00000054686	3878	3013	2021	2100
ENSGALG00000010411	11954	13952	13193	12221
ENSGALG00000028001	7341	7749	7703	6531
ENSGALG00000010412	20	22	7	10
ENSGALG00000010427	0	0	1	0
ENSGALG00000054252	101	122	85	98
ENSGALG00000038747	204	193	119	127
ENSGALG00000030773	112	138	145	195
ENSGALG00000040089	502	588	574	591
ENSGALG00000006241	50	281	157	177
ENSGALG00000035535	2069	2717	2566	2634
ENSGALG00000037374	50	46	26	16
ENSGALG00000049207	0	0	0	1
ENSGALG00000048865	1	0	0	2
ENSGALG00000049510	1	1	1	1
ENSGALG00000047538	0	0	0	1
ENSGALG00000038550	20	26	40	27
ENSGALG00000047924	2072	1453	1044	1556
ENSGALG00000051753	0	0	0	0
ENSGALG00000046718	3	0	1	2
ENSGALG00000053329	0	0	0	1
ENSGALG00000052599	0	0	0	0
ENSGALG00000051687	0	0	0	0
