Gene_ID	Ctrl_rep1	Ctrl_rep2	dnBMPR1A_rep1	dnBMPR1A_rep2
ENSGALG00000053945	1	0	0	0
ENSGALG00000027198	213	409	334	296
ENSGALG00000049245	9	0	0	1
ENSGALG00000051708	3	0	2	32
ENSGALG00000051626	0	0	0	0
ENSGALG00000052851	2	2	1	2
ENSGALG00000045985	9	7	9	4
ENSGALG00000016287	58	120	72	63
ENSGALG00000050854	0	0	0	0
ENSGALG00000049698	1	2	10	3
ENSGALG00000053984	5	7	5	3
ENSGALG00000050326	0	3	11	13
ENSGALG00000048023	6	10	11	11
ENSGALG00000016284	566	656	548	731
ENSGALG00000016285	193	423	285	579
ENSGALG00000016286	1	1	0	1
ENSGALG00000016281	1652	2012	1987	1645
ENSGALG00000049126	0	0	0	0
ENSGALG00000051100	0	0	0	0
ENSGALG00000050791	0	0	0	0
ENSGALG00000054734	0	0	0	0
ENSGALG00000047042	0	0	0	0
ENSGALG00000050955	0	0	0	0
ENSGALG00000016288	0	4	3	3
ENSGALG00000054669	1	1	0	0
ENSGALG00000046848	0	0	0	0
ENSGALG00000053127	2	0	0	0
ENSGALG00000049170	0	0	0	0
ENSGALG00000051982	0	0	0	0
ENSGALG00000054586	0	0	0	2
ENSGALG00000047469	0	0	0	1
ENSGALG00000054881	14	38	12	31
ENSGALG00000049335	0	0	2	0
ENSGALG00000051888	0	1	0	0
ENSGALG00000052190	0	0	0	0
ENSGALG00000042604	1	1	0	1
ENSGALG00000016312	1079	1877	1885	2049
ENSGALG00000025616	0	0	2	0
ENSGALG00000016318	232	291	175	194
ENSGALG00000016323	2938	3476	3104	2631
ENSGALG00000048163	1	1	0	0
ENSGALG00000016326	23	16	44	14
ENSGALG00000016327	1567	1880	1567	1617
ENSGALG00000033758	39	23	22	10
ENSGALG00000016340	11986	11429	10061	9664
ENSGALG00000054564	677	979	882	762
ENSGALG00000016345	6121	6287	6717	6329
ENSGALG00000016348	1078	1099	1279	1652
ENSGALG00000016351	759	1059	903	949
ENSGALG00000016357	5441	4710	3249	3418
ENSGALG00000016358	64	74	42	55
ENSGALG00000049410	2	3	7	2
ENSGALG00000036226	17	7	20	19
ENSGALG00000052409	2	4	0	0
ENSGALG00000049338	0	0	0	0
ENSGALG00000050891	22	19	50	56
ENSGALG00000016375	0	0	1	10
ENSGALG00000016379	3071	3267	4545	5394
ENSGALG00000016382	281	331	385	511
ENSGALG00000019157	46	3	3	2
ENSGALG00000016388	0	1	0	1
ENSGALG00000016391	9	33	21	18
ENSGALG00000046919	0	0	0	0
ENSGALG00000049135	0	0	0	0
ENSGALG00000055062	0	0	0	1
ENSGALG00000016406	96	206	165	213
ENSGALG00000016410	25527	26424	23403	25579
ENSGALG00000049630	0	4	6	0
ENSGALG00000016415	15	110	60	32
ENSGALG00000016418	480	616	378	266
ENSGALG00000016420	1275	1204	729	742
ENSGALG00000016426	1	41	36	0
ENSGALG00000016430	3683	4225	4018	4320
ENSGALG00000016511	16	99	27	29
ENSGALG00000016518	127	145	77	103
ENSGALG00000016522	151	133	122	119
ENSGALG00000016523	3	11	6	12
ENSGALG00000016529	97	178	213	103
ENSGALG00000016537	287	407	442	393
ENSGALG00000016538	59	19	28	31
ENSGALG00000016541	21	51	72	73
ENSGALG00000016543	8	6	20	12
ENSGALG00000050378	0	0	0	0
ENSGALG00000016545	19	10	30	23
ENSGALG00000016546	1133	1077	1063	886
ENSGALG00000016547	842	1090	983	1167
ENSGALG00000016548	3286	2628	2441	2615
ENSGALG00000016549	312	847	724	644
ENSGALG00000027960	15	34	31	30
ENSGALG00000016551	4992	5505	5269	4718
ENSGALG00000016552	1230	977	900	1102
ENSGALG00000029168	19	14	25	10
ENSGALG00000016554	1	5	1	2
ENSGALG00000016557	0	0	0	0
ENSGALG00000016558	45	350	33	84
ENSGALG00000016559	870	1355	583	645
ENSGALG00000016562	2	2	0	0
ENSGALG00000016563	680	680	724	924
ENSGALG00000047122	0	0	0	0
ENSGALG00000050017	0	0	0	0
ENSGALG00000050849	0	0	4	4
ENSGALG00000016568	2274	3328	2748	3066
ENSGALG00000016569	309	469	493	375
ENSGALG00000016571	0	0	1	0
ENSGALG00000048458	0	3	0	1
ENSGALG00000050177	6	18	29	31
ENSGALG00000016574	2292	2629	2556	2771
ENSGALG00000054387	0	0	1	3
ENSGALG00000016575	1365	1834	1725	2281
ENSGALG00000016576	521	459	553	632
ENSGALG00000016578	6462	5856	7945	7061
ENSGALG00000016579	2436	2800	3269	2907
ENSGALG00000016581	205	428	275	270
ENSGALG00000016592	16	108	26	2
ENSGALG00000016590	1	0	2	5
ENSGALG00000026383	120970	87434	128651	145150
ENSGALG00000049035	0	0	0	6
ENSGALG00000049782	0	0	0	0
ENSGALG00000016584	10	45	37	2
ENSGALG00000035904	0	1	1	0
ENSGALG00000033541	63	110	102	118
ENSGALG00000052492	12	6	0	6
ENSGALG00000041433	2434	3518	2414	2598
ENSGALG00000049070	17	31	10	13
ENSGALG00000047734	7	4	4	5
ENSGALG00000049321	1	0	0	0
ENSGALG00000048136	0	0	0	0
ENSGALG00000053156	0	0	0	0
ENSGALG00000016602	15	42	39	12
ENSGALG00000052463	10	4	9	4
ENSGALG00000049697	63	116	42	29
ENSGALG00000038504	520	920	881	893
ENSGALG00000016607	32	86	82	97
ENSGALG00000034834	313	352	247	245
ENSGALG00000030802	151	176	104	120
ENSGALG00000016615	14	5	11	4
ENSGALG00000040006	3139	3724	2641	2504
ENSGALG00000048085	1	0	0	0
ENSGALG00000052807	0	3	0	2
ENSGALG00000047492	1	1	0	1
ENSGALG00000035266	182	237	323	458
ENSGALG00000048400	0	0	0	0
ENSGALG00000053231	0	0	0	0
ENSGALG00000016618	195	189	176	213
ENSGALG00000050327	1	4	2	9
ENSGALG00000050043	0	1	0	1
ENSGALG00000016622	97	39	68	65
ENSGALG00000040388	773	1139	1005	911
ENSGALG00000052885	1	34	7	5
ENSGALG00000016628	197	150	205	348
ENSGALG00000025476	0	0	0	0
ENSGALG00000052489	1	0	0	1
ENSGALG00000049563	4	3	2	2
ENSGALG00000042759	53	90	39	61
ENSGALG00000053301	0	0	1	0
ENSGALG00000016635	0	1	1	1
ENSGALG00000050180	0	1	0	2
ENSGALG00000016636	152	266	246	393
ENSGALG00000016648	98	109	63	111
ENSGALG00000016654	10	11	2	0
ENSGALG00000016655	42	143	79	91
ENSGALG00000029002	13	55	47	54
ENSGALG00000024488	678	968	725	658
ENSGALG00000049881	0	0	1	0
ENSGALG00000016681	787	1111	899	1011
ENSGALG00000053988	0	0	0	0
ENSGALG00000016685	1	0	3	14
ENSGALG00000016686	1566	2493	1808	2208
ENSGALG00000049423	0	0	0	0
ENSGALG00000016687	16	15	12	16
ENSGALG00000016689	1757	2480	2384	1931
ENSGALG00000016691	32030	32897	32966	36564
ENSGALG00000046156	7	6	6	15
ENSGALG00000016693	1	0	2	0
ENSGALG00000019147	0	0	1	0
ENSGALG00000052524	1	0	1	0
ENSGALG00000045814	0	0	0	0
ENSGALG00000016698	0	4	0	0
ENSGALG00000054509	0	2	0	1
ENSGALG00000054219	0	2	0	0
ENSGALG00000016702	2985	4414	3296	3827
ENSGALG00000016716	609	857	731	630
ENSGALG00000016717	174	82	51	62
ENSGALG00000016721	82	31	145	32
ENSGALG00000016722	6	0	0	0
ENSGALG00000016724	1066	1512	1141	827
ENSGALG00000016727	29	73	52	88
ENSGALG00000016728	743	1142	706	774
ENSGALG00000047732	0	9	6	0
ENSGALG00000016734	39	57	35	66
ENSGALG00000049965	13	36	1	3
ENSGALG00000031375	0	1	0	2
ENSGALG00000016735	316	556	516	438
ENSGALG00000016736	2991	4030	3247	4418
ENSGALG00000052027	0	0	0	4
ENSGALG00000016737	2997	3287	2509	2415
ENSGALG00000039811	230	432	334	471
ENSGALG00000026482	12	11	14	26
ENSGALG00000016739	995	953	1011	938
ENSGALG00000016740	0	4	2	0
ENSGALG00000047537	1	2	0	3
ENSGALG00000041042	292	263	190	192
ENSGALG00000049950	0	0	9	0
ENSGALG00000025578	0	0	0	0
ENSGALG00000050721	0	0	0	0
ENSGALG00000016744	17	11	13	21
ENSGALG00000029392	85	79	52	59
ENSGALG00000047084	0	0	0	2
ENSGALG00000043118	4	99	15	46
ENSGALG00000052362	0	1	0	0
ENSGALG00000034944	1202	1279	836	980
ENSGALG00000039826	1	18	12	14
ENSGALG00000040709	0	0	2	1
ENSGALG00000042690	0	0	0	2
ENSGALG00000053594	0	0	3	0
ENSGALG00000053188	9	40	26	21
ENSGALG00000037353	1632	2236	2117	1946
ENSGALG00000029709	98	114	153	293
ENSGALG00000036791	2435	1865	2298	2410
ENSGALG00000036076	2897	2211	2592	2134
ENSGALG00000030780	106	165	195	186
ENSGALG00000016755	0	2	0	17
ENSGALG00000016757	10	3	0	0
ENSGALG00000016758	1386	1381	1674	1564
ENSGALG00000016760	2411	2191	2344	2433
ENSGALG00000016759	570	1139	649	587
ENSGALG00000043257	71	31	43	26
ENSGALG00000016761	9	19	16	4
ENSGALG00000054968	0	0	0	0
ENSGALG00000032090	8440	8706	8316	7015
ENSGALG00000016764	4102	4089	3585	3834
ENSGALG00000016766	361	255	290	402
ENSGALG00000016767	17	53	23	24
ENSGALG00000025192	0	0	0	0
ENSGALG00000016768	41	47	19	38
ENSGALG00000028049	0	0	0	0
ENSGALG00000016769	155	113	98	119
ENSGALG00000050027	10	5	0	5
ENSGALG00000016770	0	0	0	1
ENSGALG00000016771	0	0	0	0
ENSGALG00000016772	4658	5326	5199	5373
ENSGALG00000016774	9	14	6	5
ENSGALG00000016776	185	338	335	351
ENSGALG00000016775	5202	4613	5815	7238
ENSGALG00000040680	1	0	0	5
ENSGALG00000039563	1453	1410	1037	1133
ENSGALG00000025284	0	3	0	1
ENSGALG00000016779	219	269	156	157
ENSGALG00000040947	10	11	3	4
ENSGALG00000045388	7	23	6	0
ENSGALG00000053709	1	1	0	0
ENSGALG00000016781	439	323	470	425
ENSGALG00000025365	0	0	1	0
ENSGALG00000037742	0	0	0	0
ENSGALG00000026432	0	0	0	0
ENSGALG00000046326	22	2	8	6
ENSGALG00000043044	187	239	139	122
ENSGALG00000030526	21	82	95	37
ENSGALG00000016785	5	0	7	39
ENSGALG00000040621	5	4	2	9
ENSGALG00000016788	1	0	0	0
ENSGALG00000037439	1	2	5	1
ENSGALG00000053141	1	12	0	0
ENSGALG00000016791	6	17	36	30
ENSGALG00000016792	1268	1480	1287	1147
ENSGALG00000051797	0	0	0	1
ENSGALG00000038936	0	0	0	0
ENSGALG00000051186	2	5	2	1
ENSGALG00000050795	1	0	0	0
ENSGALG00000042484	1	7	5	6
ENSGALG00000048730	0	0	0	0
ENSGALG00000051254	0	1	1	1
ENSGALG00000054182	0	0	2	1
ENSGALG00000050019	0	0	0	1
ENSGALG00000048602	1	3	3	3
ENSGALG00000033739	0	1	0	0
ENSGALG00000035027	0	7	13	1
ENSGALG00000047670	25	11	25	18
ENSGALG00000016794	6168	5996	6171	5801
ENSGALG00000016795	203	250	317	490
ENSGALG00000016796	1394	1433	1198	1046
ENSGALG00000016797	381	598	632	721
ENSGALG00000053982	1	1	0	0
ENSGALG00000046809	1	0	1	0
ENSGALG00000016799	1478	1938	1337	1435
ENSGALG00000043690	889	1826	1249	1759
ENSGALG00000016801	3817	4602	4366	3863
ENSGALG00000053603	0	0	0	0
ENSGALG00000016802	1	7	15	9
ENSGALG00000016803	59	109	128	160
ENSGALG00000049876	2	10	0	7
ENSGALG00000034536	0	0	0	0
ENSGALG00000052777	0	0	0	0
ENSGALG00000049737	1	0	0	0
ENSGALG00000016804	8	0	0	0
ENSGALG00000016805	27	84	27	28
ENSGALG00000016806	817	926	1302	1402
ENSGALG00000029970	1742	2107	2001	1970
ENSGALG00000044599	44	125	221	195
ENSGALG00000046960	284	315	312	294
ENSGALG00000048911	35	71	125	99
ENSGALG00000051334	11	36	77	78
ENSGALG00000052731	38	35	34	41
ENSGALG00000046504	41	106	233	134
ENSGALG00000045815	58	89	74	79
ENSGALG00000033619	36	120	245	183
ENSGALG00000052894	87	57	112	90
ENSGALG00000044260	157	572	848	769
ENSGALG00000016808	1160	894	710	820
ENSGALG00000016809	0	6	0	6
ENSGALG00000054752	0	0	1	0
ENSGALG00000054834	0	0	0	0
ENSGALG00000049680	0	0	0	4
ENSGALG00000052501	0	0	0	0
ENSGALG00000016810	6	15	10	16
ENSGALG00000025297	0	0	0	0
ENSGALG00000016811	587	631	632	465
ENSGALG00000026360	0	6	1	1
ENSGALG00000016813	1279	1270	916	972
ENSGALG00000050442	0	37	8	13
ENSGALG00000016815	16	35	30	28
ENSGALG00000016816	5513	5113	7090	6206
ENSGALG00000051908	3	5	4	11
ENSGALG00000055129	1	0	4	3
ENSGALG00000016817	1365	1620	1648	1864
ENSGALG00000016820	138	265	206	144
ENSGALG00000035839	17	10	23	14
ENSGALG00000016822	0	3	0	0
ENSGALG00000016823	6821	9051	8276	7522
ENSGALG00000016824	287	369	451	306
ENSGALG00000029145	877	706	892	689
ENSGALG00000054982	0	0	0	0
ENSGALG00000016826	0	4	2	0
ENSGALG00000016828	74	126	101	39
ENSGALG00000037697	9823	11741	11070	9994
ENSGALG00000016830	272	380	398	428
ENSGALG00000016831	10235	11969	12922	12760
ENSGALG00000016832	22	18	46	53
ENSGALG00000054981	0	1	0	1
ENSGALG00000026677	33	56	75	38
ENSGALG00000016833	0	0	2	23
ENSGALG00000016834	100	87	150	73
ENSGALG00000052605	0	0	1	0
ENSGALG00000041644	10	51	27	29
ENSGALG00000016836	2651	3306	3049	3445
ENSGALG00000048953	0	10	0	3
ENSGALG00000051481	1	0	0	0
ENSGALG00000016837	56	109	87	78
ENSGALG00000049379	43	43	44	57
ENSGALG00000036798	441	368	260	220
ENSGALG00000053474	0	0	0	0
ENSGALG00000016843	72	107	84	48
ENSGALG00000016844	490	680	440	470
ENSGALG00000047958	0	0	0	2
ENSGALG00000054079	1	3	3	1
ENSGALG00000048826	0	0	0	0
ENSGALG00000016845	518	651	427	383
ENSGALG00000016847	635	575	616	599
ENSGALG00000025357	0	0	0	2
ENSGALG00000016849	1067	1069	800	728
ENSGALG00000030125	952	510	916	973
ENSGALG00000031009	1045	1967	1406	1539
ENSGALG00000051023	0	0	0	0
ENSGALG00000048299	0	0	0	0
ENSGALG00000053263	0	0	0	0
ENSGALG00000046786	1	0	1	0
ENSGALG00000049398	0	0	0	0
ENSGALG00000048659	0	0	0	0
ENSGALG00000029735	0	1	0	0
ENSGALG00000030353	18	28	65	33
ENSGALG00000025412	0	0	0	0
ENSGALG00000042334	3	0	0	0
ENSGALG00000050050	0	0	0	0
ENSGALG00000036843	1	1	0	0
ENSGALG00000050382	19	13	29	15
ENSGALG00000052140	1	0	0	3
ENSGALG00000051579	11	22	22	26
ENSGALG00000050613	0	8	7	3
ENSGALG00000048470	5	9	29	16
ENSGALG00000049591	2	8	14	9
ENSGALG00000050358	2	15	21	6
ENSGALG00000039979	0	5	5	7
ENSGALG00000054160	0	0	0	0
ENSGALG00000048183	1	11	21	16
ENSGALG00000050195	0	2	4	5
ENSGALG00000035351	3	2	15	12
ENSGALG00000053439	7	6	7	8
ENSGALG00000049342	2	0	0	1
ENSGALG00000050730	6	21	17	14
ENSGALG00000050039	6	12	21	19
ENSGALG00000050486	2	8	16	12
ENSGALG00000053931	0	1	0	1
ENSGALG00000048127	1	4	4	3
ENSGALG00000053432	0	2	3	2
ENSGALG00000046771	1	9	18	9
ENSGALG00000046920	2	5	10	19
ENSGALG00000054905	0	9	12	7
ENSGALG00000043931	1	2	5	10
ENSGALG00000047336	1	1	3	2
ENSGALG00000054405	0	1	0	5
ENSGALG00000016852	15	0	6	8
ENSGALG00000016853	4363	4538	4347	4088
ENSGALG00000016854	492	441	752	629
ENSGALG00000049496	0	0	0	0
ENSGALG00000052455	1	0	1	0
ENSGALG00000026994	1	0	0	0
ENSGALG00000050013	0	1	1	0
ENSGALG00000050660	3	7	7	18
ENSGALG00000052158	3	3	4	10
ENSGALG00000022762	1	0	0	0
ENSGALG00000054114	12	18	35	24
ENSGALG00000016855	5470	5221	4099	3900
ENSGALG00000029175	116	132	141	103
ENSGALG00000053820	1	0	0	1
ENSGALG00000049808	1	6	0	4
ENSGALG00000049532	8	13	9	10
ENSGALG00000053195	2	0	2	0
ENSGALG00000048309	3	6	8	4
ENSGALG00000050270	0	0	2	1
ENSGALG00000045327	0	1	0	0
ENSGALG00000047066	0	0	0	0
ENSGALG00000053912	1	0	0	0
ENSGALG00000049807	2	1	0	0
ENSGALG00000050355	0	14	13	19
ENSGALG00000016858	1	3	5	25
ENSGALG00000048920	46	58	24	44
ENSGALG00000016859	0	0	0	1
ENSGALG00000016860	393	474	597	551
ENSGALG00000016861	3470	4619	3958	4009
ENSGALG00000016862	2569	2762	1703	1472
ENSGALG00000016863	1172	1080	1157	897
ENSGALG00000052299	0	0	0	1
ENSGALG00000016864	849	795	513	664
ENSGALG00000016865	2535	3134	3121	4008
ENSGALG00000016866	7	2	3	11
ENSGALG00000016867	33	34	52	64
ENSGALG00000047786	0	0	1	0
ENSGALG00000016868	3	68	74	82
ENSGALG00000052943	0	0	0	1
ENSGALG00000050435	1	0	0	1
ENSGALG00000016870	164	329	506	446
ENSGALG00000022758	256	146	103	145
ENSGALG00000016872	2500	3256	3277	2914
ENSGALG00000041083	20	11	2	11
ENSGALG00000034197	43	32	22	37
ENSGALG00000016875	358	360	275	382
ENSGALG00000016878	4902	5577	2839	3928
ENSGALG00000047777	0	0	0	0
ENSGALG00000043947	1	6	14	2
ENSGALG00000016880	3022	3150	2853	3054
ENSGALG00000016881	0	0	0	0
ENSGALG00000022750	0	7	32	21
ENSGALG00000016883	123	231	188	169
ENSGALG00000016884	0	11	7	0
ENSGALG00000016885	1242	1532	1711	1536
ENSGALG00000054808	0	1	0	0
ENSGALG00000016886	890	1021	647	920
ENSGALG00000025199	6	16	14	15
ENSGALG00000032430	6164	6617	4950	6418
ENSGALG00000051648	0	2	0	4
ENSGALG00000053462	1	0	3	1
ENSGALG00000016889	133	274	175	139
ENSGALG00000050038	21	20	6	25
ENSGALG00000016890	714	1021	882	760
ENSGALG00000047358	0	0	1	0
ENSGALG00000051170	0	0	0	0
ENSGALG00000016891	0	0	1	0
ENSGALG00000041311	1	0	0	0
ENSGALG00000025906	0	0	1	0
ENSGALG00000046918	0	2	0	0
ENSGALG00000051633	0	0	0	0
ENSGALG00000051928	0	0	0	0
ENSGALG00000034146	1	1	1	1
ENSGALG00000054887	20	81	41	35
ENSGALG00000016893	520	632	879	873
ENSGALG00000016894	4158	4474	4460	4375
ENSGALG00000016895	372	361	331	297
ENSGALG00000019114	7	21	29	23
ENSGALG00000016896	76	267	152	151
ENSGALG00000035157	11	12	8	11
ENSGALG00000016897	1474	1658	2053	2078
ENSGALG00000016898	1736	1519	1580	1645
ENSGALG00000016899	30	107	11	49
ENSGALG00000016900	1	0	3	0
ENSGALG00000025670	0	0	0	0
ENSGALG00000049165	4	8	3	0
ENSGALG00000052360	0	0	0	0
ENSGALG00000050214	0	0	0	0
ENSGALG00000051576	0	0	0	0
ENSGALG00000051427	0	0	6	14
ENSGALG00000016902	159	470	324	263
ENSGALG00000053843	1	3	1	2
ENSGALG00000018248	0	0	0	0
ENSGALG00000018249	0	0	0	0
ENSGALG00000018250	0	0	0	0
ENSGALG00000018251	0	0	0	0
ENSGALG00000018252	0	0	0	0
ENSGALG00000018253	0	0	0	0
ENSGALG00000048763	0	0	0	1
ENSGALG00000038284	0	1	4	8
ENSGALG00000050345	2	0	0	0
ENSGALG00000049333	0	0	0	1
ENSGALG00000053890	0	0	0	0
ENSGALG00000052317	0	3	2	1
ENSGALG00000052615	0	0	0	0
ENSGALG00000048478	2	0	0	0
ENSGALG00000045605	0	0	0	0
ENSGALG00000052780	0	3	1	0
ENSGALG00000052358	0	0	0	0
ENSGALG00000026361	1	1	1	2
ENSGALG00000050251	3	0	0	1
ENSGALG00000051217	12	1	0	1
ENSGALG00000055122	0	0	0	1
ENSGALG00000054281	0	0	0	0
ENSGALG00000048604	0	0	1	0
ENSGALG00000052598	1	2	0	0
ENSGALG00000048294	0	1	0	1
ENSGALG00000016904	17	62	5	5
ENSGALG00000049340	11	0	0	0
ENSGALG00000046911	0	0	0	0
ENSGALG00000051313	0	0	0	0
ENSGALG00000054204	0	0	0	0
ENSGALG00000047928	1	0	0	0
ENSGALG00000016905	7	32	10	5
ENSGALG00000047212	0	0	0	0
ENSGALG00000043630	0	0	0	0
ENSGALG00000016906	1201	1184	561	510
ENSGALG00000043611	30	52	29	17
ENSGALG00000051466	1374	1916	1306	1180
ENSGALG00000053134	1	1	2	3
ENSGALG00000016910	1366	1520	1118	1260
ENSGALG00000036877	0	1	0	1
ENSGALG00000052312	0	0	0	1
ENSGALG00000053877	0	0	1	5
ENSGALG00000016911	1712	2875	2429	2592
ENSGALG00000035441	4	0	4	6
ENSGALG00000051545	0	0	5	6
ENSGALG00000054730	0	0	0	0
ENSGALG00000016912	523	516	251	384
ENSGALG00000016913	23	11	16	17
ENSGALG00000027514	0	39	2	1
ENSGALG00000016915	657	889	652	665
ENSGALG00000048716	1548	2016	1668	1632
ENSGALG00000016917	214	174	164	229
ENSGALG00000016918	2541	2445	2568	2696
ENSGALG00000016919	35	33	55	31
ENSGALG00000051914	2	11	6	7
ENSGALG00000033816	1	0	1	1
ENSGALG00000054457	2	0	0	0
ENSGALG00000027869	0	0	0	0
ENSGALG00000016920	35	51	62	30
ENSGALG00000016921	10047	10396	10361	10496
ENSGALG00000016922	731	885	1023	836
ENSGALG00000016925	182	407	143	220
ENSGALG00000032800	0	0	1	0
ENSGALG00000046884	1	0	1	1
ENSGALG00000053048	0	0	0	0
ENSGALG00000052547	0	1	1	0
ENSGALG00000054621	0	0	0	2
ENSGALG00000016926	204	239	126	169
ENSGALG00000048554	0	0	0	0
ENSGALG00000016927	222	432	170	192
ENSGALG00000053801	7	11	6	9
ENSGALG00000016929	347	449	287	399
ENSGALG00000016930	2907	4861	4322	4928
ENSGALG00000016931	2518	2321	2290	1902
ENSGALG00000016932	2278	1916	2120	2098
ENSGALG00000037015	72	129	92	105
ENSGALG00000025547	0	1	0	0
ENSGALG00000055070	0	0	0	0
ENSGALG00000050128	0	0	0	0
ENSGALG00000049989	0	0	0	1
ENSGALG00000047048	0	0	0	0
ENSGALG00000016907	20	0	4	7
ENSGALG00000052893	0	2	2	10
ENSGALG00000049418	0	0	0	0
ENSGALG00000054051	0	1	0	1
ENSGALG00000048330	0	0	0	0
ENSGALG00000051328	0	0	0	1
ENSGALG00000016908	86	55	104	82
ENSGALG00000051147	0	0	1	8
ENSGALG00000048584	0	0	1	0
ENSGALG00000051651	0	0	3	2
ENSGALG00000025709	0	0	0	0
ENSGALG00000030056	0	2	0	2
ENSGALG00000051781	0	0	0	0
ENSGALG00000052244	35	51	46	39
ENSGALG00000053906	0	0	1	0
ENSGALG00000049642	2	0	0	0
ENSGALG00000052974	0	0	0	0
ENSGALG00000047522	0	0	0	0
ENSGALG00000044238	2	2	2	0
ENSGALG00000050951	1	2	1	4
ENSGALG00000054029	0	0	0	1
ENSGALG00000040645	0	0	0	0
ENSGALG00000016934	0	13	3	12
ENSGALG00000052022	40	66	44	60
ENSGALG00000047329	0	0	1	0
ENSGALG00000049088	0	0	0	0
ENSGALG00000048185	0	2	0	3
ENSGALG00000050889	0	0	0	0
ENSGALG00000016936	1990	2364	2729	2841
ENSGALG00000016937	272	445	531	427
ENSGALG00000050284	0	0	0	0
ENSGALG00000055114	2	0	2	0
ENSGALG00000055132	0	0	1	1
ENSGALG00000051789	3	3	11	5
ENSGALG00000016941	12	24	21	8
ENSGALG00000047691	32	0	28	5
ENSGALG00000054299	1	0	0	0
ENSGALG00000050201	0	1	0	0
ENSGALG00000048140	0	0	0	0
ENSGALG00000054094	0	0	1	1
ENSGALG00000050273	1	5	1	1
ENSGALG00000051310	0	1	1	8
ENSGALG00000027756	0	0	0	0
ENSGALG00000051581	0	0	0	0
ENSGALG00000025658	0	0	0	0
ENSGALG00000025399	0	0	0	0
ENSGALG00000049968	1	1	0	0
ENSGALG00000053119	0	0	0	0
ENSGALG00000046853	0	1	0	2
ENSGALG00000016943	0	6	0	0
ENSGALG00000051005	0	1	5	2
ENSGALG00000036258	557	466	443	612
ENSGALG00000016945	3177	2471	2720	2670
ENSGALG00000016946	5450	5744	4888	4900
ENSGALG00000016947	446	520	614	729
ENSGALG00000016949	870	990	1059	950
ENSGALG00000016951	743	897	805	1017
ENSGALG00000040808	92	184	190	182
ENSGALG00000032808	448	530	453	629
ENSGALG00000016954	119	164	179	92
ENSGALG00000016955	214	340	312	447
ENSGALG00000017789	0	0	0	1
ENSGALG00000016959	46	52	90	86
ENSGALG00000022739	86	259	416	223
ENSGALG00000026163	0	0	0	1
ENSGALG00000052911	0	0	0	0
ENSGALG00000045967	0	17	1	4
ENSGALG00000016964	19	64	31	43
ENSGALG00000030571	10	18	12	17
ENSGALG00000016965	1924	1690	1701	1494
ENSGALG00000016967	141	177	130	58
ENSGALG00000048495	0	0	0	0
ENSGALG00000016969	0	0	1	0
ENSGALG00000016968	0	1	0	0
ENSGALG00000052070	0	0	0	6
ENSGALG00000051442	3445	5072	2582	2492
ENSGALG00000016971	31	44	20	54
ENSGALG00000054866	10	1	0	0
ENSGALG00000029931	0	1	1	2
ENSGALG00000048550	1	1	0	2
ENSGALG00000038613	0	0	0	0
ENSGALG00000016972	3672	4066	2926	3497
ENSGALG00000031567	1427	1506	1226	1516
ENSGALG00000025645	0	0	0	0
ENSGALG00000016974	5562	5863	5028	5142
ENSGALG00000016975	77	101	67	58
ENSGALG00000025639	1	0	0	1
ENSGALG00000028872	9481	7518	8321	10031
ENSGALG00000017810	14	18	20	19
ENSGALG00000016979	246	305	318	253
ENSGALG00000016980	260	367	421	453
ENSGALG00000050157	134	163	106	105
ENSGALG00000016981	0	20	21	14
ENSGALG00000052565	0	0	0	2
ENSGALG00000026849	1	3	18	13
ENSGALG00000016984	2015	3014	2750	2667
ENSGALG00000016985	0	0	1	2
ENSGALG00000016986	211	161	70	133
ENSGALG00000049508	0	0	0	0
ENSGALG00000047120	3	0	0	0
ENSGALG00000016988	87	97	119	90
ENSGALG00000016990	28	95	115	79
ENSGALG00000016991	2631	3153	3108	3032
ENSGALG00000016992	0	15	22	19
ENSGALG00000031392	3	0	3	8
ENSGALG00000016993	2952	2883	4049	3300
ENSGALG00000016994	424	519	380	372
ENSGALG00000016995	1338	1798	1537	1120
ENSGALG00000047974	0	2	0	0
ENSGALG00000016996	10740	12382	10701	8939
ENSGALG00000016997	656	791	587	905
ENSGALG00000016998	281	542	297	365
ENSGALG00000017000	119	124	133	137
ENSGALG00000050065	0	1	0	0
ENSGALG00000017002	298	259	398	473
ENSGALG00000017003	35	66	37	15
ENSGALG00000050493	8	0	2	0
ENSGALG00000017004	160	314	189	171
ENSGALG00000017005	220	628	364	609
ENSGALG00000017006	1139	1194	1281	1317
ENSGALG00000019094	1769	1726	1495	1541
ENSGALG00000017008	1856	1724	2254	1978
ENSGALG00000022733	238	291	271	200
ENSGALG00000017009	5073	5402	4988	5441
ENSGALG00000053103	12	4	3	2
ENSGALG00000017010	5331	5467	5214	5304
ENSGALG00000017011	1783	1888	1803	1674
ENSGALG00000017012	57	49	38	40
ENSGALG00000018254	0	0	0	0
ENSGALG00000018255	0	0	0	0
